OrderID,ClientName,ProductType,ChannelSales,Priority,Units,UnitPrice,CostPrice,TotalSalesAmount,TotalCostAmount
E6853,Susan,Material de oficina,Offline,Medium,8009,861.02,446.39,6895909.18,3575137.51
E6854,Theresa,Carnes,Offline,Medium,2773,611.98,35.71,1697020.54,99023.83
E6855,Stacy,Material de oficina,Online,Medium,9859,656.62,92,6473616.58,907028
E6856,Anthony,Cereales,Online,High,5292,586.73,168.81,3104975.16,893342.52
E6857,Julie,Snacks,Offline,High,9614,698.13,56.31,6711821.82,541364.34
E6858,Laura,Verduras,Online,Critical,9014,650.2,395.97,5860902.8,3569273.58
E6859,Amanda,Cosmeticos,Offline,Low,6531,614.5,251.66,4013299.5,1643591.46
E6860,Stephanie,Cuidado personal,Offline,High,7319,797.76,364.89,5838805.44,2670629.91
E6861,Ashley,Verduras,Offline,Critical,7649,805.51,251.08,6161345.99,1920510.92
E6862,Katherine,Snacks,Online,Critical,7781,691.17,440.34,5377993.77,3426285.54
E6863,Kimberly,Alimento infantil,Online,Low,1102,402.68,150.39,443753.36,165729.78
E6864,Travis,Cereales,Offline,Critical,5582,470.45,383.36,2626051.9,2139915.52
E6865,Jacob,Cereales,Online,Medium,6007,643.69,4.87,3866645.83,29254.09
E6866,Colin,Ropa,Offline,High,4985,618.85,210.74,3084967.25,1050538.9
E6867,Laura,Cuidado personal,Online,Low,8567,898.15,291.05,7694451.05,2493425.35
E6868,Elizabeth,Carnes,Offline,Medium,9811,637.39,499.44,6253433.29,4900005.84
E6869,Amanda,Ropa,Online,Critical,9680,758.85,459.77,7345668,4450573.6
E6870,Lisa,Carnes,Offline,Low,705,863.69,442.59,608901.45,312025.95
E6871,Madison,Domestico,Online,High,7869,647.72,76.33,5096908.68,600640.77
E6872,Nicholas,Frutas,Offline,Low,1560,567.75,120.46,885690,187917.6
E6873,Kevin,Frutas,Online,Low,3084,601.93,190.77,1856352.12,588334.68
E6874,Charles,Ropa,Offline,High,9730,459.56,246.3,4471518.8,2396499
E6875,Ryan,Ropa,Offline,Low,6394,750.95,16.12,4801574.3,103071.28
E6876,Jill,Cereales,Offline,Medium,9952,403.14,186.22,4012049.28,1853261.44
E6877,Nicholas,Domestico,Offline,Critical,1674,769.13,122.81,1287523.62,205583.94
E6878,Joseph,Cereales,Online,High,5435,923.23,280.34,5017755.05,1523647.9
E6879,Andrea,Material de oficina,Online,Medium,4891,905.14,105,4427039.74,513555
E6880,Rita,Material de oficina,Online,Medium,9096,647.29,236.64,5887749.84,2152477.44
E6881,Nicholas,Domestico,Online,Medium,3099,673.36,296.86,2086742.64,919969.14
E6882,Donald,Verduras,Offline,Critical,7935,585.93,472.68,4649354.55,3750715.8
E6883,Rebecca,Ropa,Offline,Critical,255,499.25,345.09,127308.75,87997.95
E6884,Donald,Material de oficina,Offline,Critical,913,557.14,468.68,508668.82,427904.84
E6885,Dustin,Bebida,Online,Medium,2185,973.5,164.55,2127097.5,359541.75
E6886,Jacob,Cuidado personal,Online,Critical,9502,699.21,431.48,6643893.42,4099922.96
E6887,Veronica,Cereales,Offline,Critical,4151,613.91,183.35,2548340.41,761085.85
E6888,Larry,Bebida,Online,Critical,3653,908,465.63,3316924,1700946.39
E6889,Joseph,Alimento infantil,Offline,Medium,1818,726.73,82.18,1321195.14,149403.24
E6890,David,Bebida,Online,Medium,3575,870.31,490.93,3111358.25,1755074.75
E6891,Anthony,Verduras,Offline,High,2208,579.34,156.4,1279182.72,345331.2
E6892,Chad,Cosmeticos,Offline,High,6507,638.06,272.93,4151856.42,1775955.51
E6893,Bruce,Snacks,Offline,Low,8444,902.72,283.37,7622567.68,2392776.28
E6894,Julie,Domestico,Offline,High,9470,814.88,208.38,7716913.6,1973358.6
E6895,Andrew,Ropa,Online,High,3295,776.21,354.24,2557611.95,1167220.8
E6896,Antonio,Cosmeticos,Offline,Critical,7816,532,177.66,4158112,1388590.56
E6897,Sean,Frutas,Online,Critical,4389,821.77,301.92,3606748.53,1325126.88
E6898,Courtney,Frutas,Offline,High,6992,890.52,182.58,6226515.84,1276599.36
E6899,Dorothy,Verduras,Online,Low,422,509.94,145.77,215194.68,61514.94
E6900,Tammy,Verduras,Online,Critical,2665,622.4,429.62,1658696,1144937.3
E6901,Kenneth,Carnes,Offline,Low,1154,828.9,170.43,956550.6,196676.22
E6902,Chad,Cereales,Online,High,4191,461.22,20.51,1932973.02,85957.41
E6903,Amanda,Verduras,Online,High,7219,485.19,139.5,3502586.61,1007050.5
E6904,Sabrina,Ropa,Online,High,9029,678.35,158.69,6124822.15,1432812.01
E6905,Johnny,Cuidado personal,Offline,Medium,8877,400.03,44.74,3551066.31,397156.98
E6906,Kenneth,Carnes,Online,Critical,4804,878.38,397.46,4219737.52,1909397.84
E6907,Michael,Snacks,Online,High,1340,782.89,11.94,1049072.6,15999.6
E6908,Frank,Cereales,Online,High,5993,416.53,200.18,2496264.29,1199678.74
E6909,Daniel,Alimento infantil,Offline,Critical,8287,768.11,191.24,6365327.57,1584805.88
E6910,Dawn,Material de oficina,Online,High,7997,508.13,204.31,4063515.61,1633867.07
E6911,Michael,Carnes,Online,Medium,1469,504.69,187.33,741389.61,275187.77
E6912,Ethan,Cuidado personal,Online,High,2318,510.48,257.24,1183292.64,596282.32
E6913,Wayne,Carnes,Offline,Medium,1204,864.47,289.75,1040821.88,348859
E6914,Matthew,Cuidado personal,Offline,High,8722,534.3,284.82,4660164.6,2484200.04
E6915,Brenda,Bebida,Offline,Low,4456,407.49,321.02,1815775.44,1430465.12
E6916,Pamela,Cereales,Online,Medium,2930,747.93,106.36,2191434.9,311634.8
E6917,Matthew,Alimento infantil,Offline,High,6234,802.52,320.21,5002909.68,1996189.14
E6918,Karla,Cereales,Online,Critical,1134,568.74,326.82,644951.16,370613.88
E6919,Stuart,Carnes,Online,Low,9773,819.26,43.53,8006627.98,425418.69
E6920,Brandi,Alimento infantil,Offline,High,5886,628.97,497.24,3702117.42,2926754.64
E6921,Brandon,Verduras,Offline,Critical,6877,991.34,313.38,6817445.18,2155114.26
E6922,Antonio,Bebida,Online,Critical,1492,904.3,123.84,1349215.6,184769.28
E6923,Eric,Bebida,Online,Low,7848,937.92,78.48,7360796.16,615911.04
E6924,Randall,Carnes,Online,Low,7239,626.44,187.95,4534799.16,1360570.05
E6925,George,Carnes,Online,High,6073,594.18,245.07,3608455.14,1488310.11
E6926,Lisa,Cereales,Offline,Critical,5604,830.64,85.11,4654906.56,476956.44
E6927,Kimberly,Domestico,Offline,Low,9241,931.23,54.55,8605496.43,504096.55
E6928,Brenda,Cuidado personal,Online,Low,9930,575.89,271.91,5718587.7,2700066.3
E6929,Dawn,Alimento infantil,Offline,Low,2664,677.96,195.85,1806085.44,521744.4
E6930,Jessica,Cuidado personal,Online,Low,2641,753.48,485.47,1989940.68,1282126.27
E6931,Miguel,Alimento infantil,Online,Medium,3706,682.3,409.27,2528603.8,1516754.62
E6932,Mason,Cuidado personal,Online,Critical,6139,454.87,81.19,2792446.93,498425.41
E6933,Christina,Ropa,Online,High,6023,801.55,269.94,4827735.65,1625848.62
E6934,Matthew,Cereales,Offline,High,2224,478.8,333.92,1064851.2,742638.08
E6935,Christine,Carnes,Offline,Critical,9058,757.83,350.57,6864424.14,3175463.06
E6936,Dorothy,Verduras,Online,Medium,5394,596.95,262.81,3219948.3,1417597.14
E6937,Madison,Cuidado personal,Offline,Medium,9215,621.45,426.24,5726661.75,3927801.6
E6938,Brian,Snacks,Offline,Medium,8132,882.48,129.4,7176327.36,1052280.8
E6939,James,Bebida,Offline,Medium,523,758.38,253.44,396632.74,132549.12
E6940,Nicholas,Alimento infantil,Online,Critical,7262,837.35,197.53,6080835.7,1434462.86
E6941,Judith,Cosmeticos,Offline,Critical,3294,727.17,175.58,2395297.98,578360.52
E6942,Brian,Cosmeticos,Online,Low,194,533.94,217.82,103584.36,42257.08
E6943,Emily,Verduras,Offline,Critical,2579,778.61,328.9,2008035.19,848233.1
E6944,Zachary,Ropa,Offline,Low,2522,918.55,331.27,2316583.1,835462.94
E6945,Troy,Cereales,Offline,Low,9061,598.57,48.15,5423642.77,436287.15
E6946,Melanie,Cuidado personal,Online,Medium,3005,917.35,357.15,2756636.75,1073235.75
E6947,Brady,Bebida,Offline,Low,3750,575.68,276.41,2158800,1036537.5
E6948,Gregory,Material de oficina,Offline,Critical,3959,764.85,477.38,3028041.15,1889947.42
E6949,Steven,Verduras,Offline,Critical,5946,900.76,467.55,5355918.96,2780052.3
E6950,Dawn,Bebida,Offline,Medium,2454,808.82,460.85,1984844.28,1130925.9
E6951,Daniel,Bebida,Online,Medium,8999,905.16,495.59,8145534.84,4459814.41
E6952,Hector,Carnes,Offline,Medium,7289,439.86,338.2,3206139.54,2465139.8
E6953,Charles,Ropa,Offline,Critical,8736,753.64,276.63,6583799.04,2416639.68
E6954,Cindy,Cosmeticos,Offline,Critical,8256,533.48,94.83,4404410.88,782916.48
E6955,Logan,Material de oficina,Online,Medium,1801,608.56,192.58,1096016.56,346836.58
E6956,Ricky,Cuidado personal,Online,Critical,6236,856.32,44.27,5340011.52,276067.72
E6957,Jeffrey,Alimento infantil,Online,Low,3276,788,390.74,2581488,1280064.24
E6958,Joseph,Ropa,Online,Low,5846,826.67,158.65,4832712.82,927467.9
E6959,Matthew,Snacks,Online,Medium,9907,485.75,279.3,4812325.25,2767025.1
E6960,Jeffrey,Verduras,Offline,High,6816,729.52,112.06,4972408.32,763800.96
E6961,Teresa,Ropa,Online,Low,5020,683.62,189.55,3431772.4,951541
E6962,Richard,Snacks,Offline,High,8036,807.05,381.16,6485453.8,3063001.76
E6963,Sara,Domestico,Offline,Critical,2666,447.42,424.37,1192821.72,1131370.42
E6964,Holly,Frutas,Offline,High,6826,993.87,153.5,6784156.62,1047791
E6965,Jennifer,Domestico,Online,Medium,8722,742.23,295.56,6473730.06,2577874.32
E6966,Tabitha,Material de oficina,Online,Critical,5175,426.45,142.09,2206878.75,735315.75
E6967,Holly,Snacks,Online,Critical,8272,728.38,350.76,6025159.36,2901486.72
E6968,Anthony,Cereales,Offline,Medium,4459,697.43,115.13,3109840.37,513364.67
E6969,Richard,Carnes,Offline,Critical,6856,580.86,117.16,3982376.16,803248.96
E6970,Michael,Alimento infantil,Offline,Medium,4638,744.52,321.84,3453083.76,1492693.92
E6971,Adam,Cosmeticos,Offline,Critical,5997,549.41,215.68,3294811.77,1293432.96
E6972,Antonio,Cereales,Online,Low,5358,437.9,471.48,2346268.2,2526189.84
E6973,Heather,Verduras,Online,Low,654,447.66,274.08,292769.64,179248.32
E6974,Misty,Cosmeticos,Offline,Critical,7552,935.32,388.41,7063536.64,2933272.32
E6975,Amanda,Carnes,Online,High,2572,653.54,406.32,1680904.88,1045055.04
E6976,Brett,Frutas,Online,Critical,8618,525.76,400.86,4530999.68,3454611.48
E6977,Matthew,Cosmeticos,Online,Medium,4120,909.52,217.69,3747222.4,896882.8
E6978,Jonathan,Cuidado personal,Online,High,1782,738.15,483.97,1315383.3,862434.54
E6979,Richard,Ropa,Online,Medium,260,765.49,33.2,199027.4,8632
E6980,Dawn,Carnes,Offline,Medium,2113,457.68,383.96,967077.84,811307.48
E6981,Robert,Bebida,Offline,High,9121,921.35,466.8,8403633.35,4257682.8
E6982,Amanda,Cuidado personal,Online,High,5890,588.39,200.08,3465617.1,1178471.2
E6983,Kaitlyn,Cuidado personal,Offline,High,907,401.75,322.93,364387.25,292897.51
E6984,Jacob,Ropa,Offline,High,8723,802.86,447.1,7003347.78,3900053.3
E6985,Michelle,Material de oficina,Offline,Critical,9051,850.06,460.09,7693893.06,4164274.59
E6986,Melanie,Cuidado personal,Online,Medium,904,762.49,298.53,689290.96,269871.12
E6987,Michael,Carnes,Online,High,8944,633.32,192.06,5664414.08,1717784.64
E6988,Sabrina,Carnes,Online,Low,7967,908.91,336.21,7241285.97,2678585.07
E6989,Antonio,Cereales,Offline,Low,5278,770.45,185.66,4066435.1,979913.48
E6990,Stuart,Domestico,Offline,Medium,6704,670.92,256.18,4497847.68,1717430.72
E6991,Logan,Carnes,Online,High,5187,788.65,424.81,4090727.55,2203489.47
E6992,Eric,Cosmeticos,Offline,Medium,5844,561.25,209.34,3279945,1223382.96
E6993,Julie,Cosmeticos,Offline,Medium,518,416.77,381.45,215886.86,197591.1
E6994,Alicia,Frutas,Offline,Critical,5644,822.21,366.29,4640553.24,2067340.76
E6995,Tyler,Cosmeticos,Offline,Medium,8995,769.59,38.99,6922462.05,350715.05
E6996,Alyssa,Bebida,Offline,Low,1920,619.85,466.37,1190112,895430.4
E6997,Stacy,Carnes,Offline,Low,296,711.37,79.63,210565.52,23570.48
E6998,Diana,Bebida,Offline,High,5343,556.77,475.14,2974822.11,2538673.02
E6999,John,Bebida,Offline,Medium,8779,802.76,191.05,7047430.04,1677227.95
E7000,Desiree,Verduras,Online,High,272,574.22,48.87,156187.84,13292.64
E7001,Joshua,Cuidado personal,Offline,Medium,1883,759.66,428.48,1430439.78,806827.84
E7002,George,Frutas,Online,Critical,124,563.26,374.75,69844.24,46469
E7003,Thomas,Domestico,Online,Critical,9308,453.32,236.06,4219502.56,2197246.48
E7004,Desiree,Domestico,Online,Critical,9210,828.94,9.51,7634537.4,87587.1
E7005,Joshua,Cuidado personal,Online,Critical,6988,497.58,146.89,3477089.04,1026467.32
E7006,William,Carnes,Online,Medium,8070,804.87,271.07,6495300.9,2187534.9
E7007,Lisa,Alimento infantil,Online,High,9840,942,15.21,9269280,149666.4
E7008,Eric,Cuidado personal,Online,Medium,8158,887.37,228.74,7239164.46,1866060.92
E7009,Bryan,Snacks,Online,Medium,4359,924.97,249.51,4031944.23,1087614.09
E7010,Kyle,Material de oficina,Offline,Low,4255,511.99,356.6,2178517.45,1517333
E7011,Katherine,Cereales,Offline,High,8284,775.68,67.79,6425733.12,561572.36
E7012,Gabriel,Cuidado personal,Offline,Low,7231,968.59,480.88,7003874.29,3477243.28
E7013,Matthew,Cereales,Offline,Low,1400,592,248.61,828800,348054
E7014,Annette,Ropa,Online,High,9738,741.59,7.25,7221603.42,70600.5
E7015,Bobby,Frutas,Online,Low,3575,899.06,412.07,3214139.5,1473150.25
E7016,Stephanie,Bebida,Online,Critical,7416,727.77,448.94,5397142.32,3329339.04
E7017,Matthew,Verduras,Online,High,8806,504.27,214.24,4440601.62,1886597.44
E7018,Nicole,Snacks,Online,Critical,9079,597.04,395.21,5420526.16,3588111.59
E7019,Daniel,Verduras,Online,Low,7092,822.95,292.76,5836361.4,2076253.92
E7020,Joseph,Cosmeticos,Online,Medium,6275,586.19,198.24,3678342.25,1243956
E7021,Evan,Snacks,Online,Critical,3276,600.42,187.11,1966975.92,612972.36
E7022,Eric,Bebida,Online,High,6393,931.24,391.36,5953417.32,2501964.48
E7023,Michelle,Cosmeticos,Online,Critical,4944,763.12,77.1,3772865.28,381182.4
E7024,Donna,Cuidado personal,Online,Medium,6467,743.69,238.13,4809443.23,1539986.71
E7025,Patricia,Frutas,Online,Medium,5514,674.35,437.5,3718365.9,2412375
E7026,Kimberly,Snacks,Offline,Critical,4068,900.11,326.55,3661647.48,1328405.4
E7027,Marc,Frutas,Online,Low,3692,854.72,157.84,3155626.24,582745.28
E7028,Jacob,Snacks,Offline,Critical,3933,987.85,291.43,3885214.05,1146194.19
E7029,Gregory,Ropa,Online,Low,5020,988.4,346.66,4961768,1740233.2
E7030,Robert,Cosmeticos,Online,Critical,7377,912.06,268.26,6728266.62,1978954.02
E7031,Katherine,Alimento infantil,Online,Medium,7352,896.21,98.47,6588935.92,723951.44
E7032,Angela,Alimento infantil,Offline,High,4630,746.98,276.94,3458517.4,1282232.2
E7033,Kevin,Ropa,Online,High,9505,627.07,281.46,5960300.35,2675277.3
E7034,Amanda,Cereales,Online,High,6791,940.71,413.58,6388361.61,2808621.78
E7035,William,Carnes,Offline,Medium,3849,991.18,421.44,3815051.82,1622122.56
E7036,Julie,Cereales,Offline,Medium,3354,808.38,344.61,2711306.52,1155821.94
E7037,Julie,Carnes,Online,Medium,7956,455.51,12.25,3624037.56,97461
E7038,Raymond,Alimento infantil,Offline,Medium,9556,801.58,196.49,7659898.48,1877658.44
E7039,Brenda,Cosmeticos,Online,High,2523,751.59,261.73,1896261.57,660344.79
E7040,Danielle,Carnes,Online,Critical,2659,467.53,54.07,1243162.27,143772.13
E7041,Joseph,Alimento infantil,Offline,Medium,7151,855.5,152.53,6117680.5,1090742.03
E7042,Kristen,Domestico,Online,Medium,2889,888.95,233.66,2568176.55,675043.74
E7043,Donald,Cuidado personal,Offline,Low,8324,502.93,288.18,4186389.32,2398810.32
E7044,Mary,Cosmeticos,Offline,Low,1975,724.64,499.27,1431164,986058.25
E7045,Jacob,Material de oficina,Online,Medium,1316,872.12,473.71,1147709.92,623402.36
E7046,Andrew,Frutas,Online,Low,5751,733.41,406.27,4217840.91,2336458.77
E7047,Mary,Ropa,Online,Low,108,627.55,361.14,67775.4,39003.12
E7048,Tiffany,Alimento infantil,Offline,Critical,3070,759.97,397.64,2333107.9,1220754.8
E7049,Robert,Cereales,Online,Critical,3681,985.98,99.31,3629392.38,365560.11
E7050,Jacob,Snacks,Online,High,8044,870.11,432.48,6999164.84,3478869.12
E7051,Lisa,Carnes,Offline,Low,4854,752.19,171.82,3651130.26,834014.28
E7052,Logan,Cosmeticos,Offline,High,3487,618.33,212.64,2156116.71,741475.68
E7053,Alan,Bebida,Online,Critical,9101,980.67,226.54,8925077.67,2061740.54
E7054,Melanie,Alimento infantil,Offline,Medium,8271,690.14,469.71,5708147.94,3884971.41
E7055,Amanda,Cereales,Online,Medium,4112,841.5,494.97,3460248,2035316.64
E7056,Ashley,Frutas,Offline,Low,4823,815.21,321.95,3931757.83,1552764.85
E7057,David,Bebida,Online,Low,5231,749.23,265.18,3919222.13,1387156.58
E7058,Bianca,Cosmeticos,Offline,High,923,907.08,172.54,837234.84,159254.42
E7059,Brandi,Cuidado personal,Offline,Low,5394,930.83,212.77,5020897.02,1147681.38
E7060,Morgan,Cuidado personal,Online,Medium,2796,649.1,94.87,1814883.6,265256.52
E7061,Margaret,Material de oficina,Online,Medium,1989,902.44,11.65,1794953.16,23171.85
E7062,Erin,Domestico,Offline,Critical,9935,466.14,494.53,4631100.9,4913155.55
E7063,David,Cereales,Offline,Critical,4847,624.38,313.93,3026369.86,1521618.71
E7064,Lori,Domestico,Online,Low,242,737.45,428.48,178462.9,103692.16
E7065,Timothy,Cosmeticos,Online,Critical,5334,802.16,391.82,4278721.44,2089967.88
E7066,Kayla,Bebida,Offline,Medium,163,550.84,436.47,89786.92,71144.61
E7067,Kevin,Domestico,Offline,Low,4236,417.15,201.95,1767047.4,855460.2
E7068,Julie,Verduras,Offline,Critical,7853,930.96,297.82,7310828.88,2338780.46
E7069,Matthew,Cosmeticos,Online,Critical,2239,909.7,46.05,2036818.3,103105.95
E7070,Alicia,Snacks,Online,Medium,6927,786.36,355.9,5447115.72,2465319.3
E7071,Robert,Material de oficina,Offline,High,532,697.9,388.61,371282.8,206740.52
E7072,Frank,Verduras,Online,High,7934,474.53,142.75,3764921.02,1132578.5
E7073,Walter,Frutas,Online,Critical,9335,406.45,301.49,3794210.75,2814409.15
E7074,Joseph,Carnes,Offline,High,7097,826.27,103.87,5864038.19,737165.39
E7075,Andrew,Domestico,Offline,High,2784,612.12,385.83,1704142.08,1074150.72
E7076,Melanie,Ropa,Online,Low,9851,446.1,289.34,4394531.1,2850288.34
E7077,Christina,Verduras,Online,Low,1345,482.37,197.24,648787.65,265287.8
E7078,Theresa,Verduras,Online,Critical,4518,952.81,232.45,4304795.58,1050209.1
E7079,Benjamin,Cereales,Online,Critical,5922,856.92,347.48,5074680.24,2057776.56
E7080,Natasha,Bebida,Online,High,9725,555.03,183.87,5397666.75,1788135.75
E7081,Sean,Ropa,Online,Medium,8075,994.62,453.82,8031556.5,3664596.5
E7082,Kenneth,Domestico,Online,Low,7487,824.37,148.45,6172058.19,1111445.15
E7083,Zachary,Domestico,Online,Low,3970,629.86,429.57,2500544.2,1705392.9
E7084,Adam,Domestico,Offline,Critical,6812,465.7,55.57,3172348.4,378542.84
E7085,David,Domestico,Online,High,6287,969.94,395.35,6098012.78,2485565.45
E7086,Sean,Bebida,Online,High,363,681.13,41.01,247250.19,14886.63
E7087,Lori,Snacks,Online,Critical,9473,821.64,467.39,7783395.72,4427585.47
E7088,Kimberly,Cereales,Online,Low,8826,759.94,178.84,6707230.44,1578441.84
E7089,Maria,Cuidado personal,Offline,Medium,5295,927.61,114.26,4911694.95,605006.7
E7090,Alyssa,Cereales,Online,Low,9612,736.92,20.44,7083275.04,196469.28
E7091,Robert,Cuidado personal,Online,Critical,1981,955.45,216.7,1892746.45,429282.7
E7092,Dawn,Bebida,Offline,Critical,9220,795.61,492.77,7335524.2,4543339.4
E7093,Jessica,Carnes,Online,High,1625,520.06,287.56,845097.5,467285
E7094,Allison,Ropa,Offline,Low,7293,685.52,319.77,4999497.36,2332082.61
E7095,Daniel,Cosmeticos,Online,High,4983,739.69,221.15,3685875.27,1101990.45
E7096,Brittany,Alimento infantil,Offline,Low,8041,706.64,315.74,5682092.24,2538865.34
E7097,Michael,Material de oficina,Offline,Critical,3898,831.97,172.76,3243019.06,673418.48
E7098,Leslie,Domestico,Online,Medium,6471,754.76,44.43,4884051.96,287506.53
E7099,Matthew,Snacks,Online,Low,7240,450.93,243.24,3264733.2,1761057.6
E7100,Jacob,Cuidado personal,Online,Critical,6077,838.7,210.17,5096779.9,1277203.09
E7101,Judith,Cereales,Online,High,3458,840.55,109.86,2906621.9,379895.88
E7102,Katie,Ropa,Offline,High,7328,933.47,400.53,6840468.16,2935083.84
E7103,Patricia,Cuidado personal,Online,Low,8762,716.72,410.7,6279900.64,3598553.4
E7104,Bianca,Ropa,Online,Medium,8736,921.55,30.17,8050660.8,263565.12
E7105,Danny,Verduras,Online,High,5835,467.69,25.88,2728971.15,151009.8
E7106,Dana,Carnes,Offline,Medium,8684,709,59.83,6156956,519563.72
E7107,Randy,Snacks,Offline,Low,7479,777.3,294.57,5813426.7,2203089.03
E7108,Jacob,Frutas,Offline,Critical,5006,796.73,443.3,3988430.38,2219159.8
E7109,Ryan,Domestico,Offline,Medium,8389,912.19,406.91,7652361.91,3413567.99
E7110,Christopher,Frutas,Offline,High,9858,807.78,433.25,7963095.24,4270978.5
E7111,Ashley,Cosmeticos,Online,Low,5774,471.87,217.22,2724577.38,1254228.28
E7112,Katie,Domestico,Online,Low,6034,538.06,208.24,3246654.04,1256520.16
E7113,Lisa,Material de oficina,Offline,High,7516,877.03,480.74,6591757.48,3613241.84
E7114,Bruce,Cereales,Online,Critical,2008,765.45,461.81,1537023.6,927314.48
E7115,Robert,Verduras,Offline,Critical,4109,925.57,82.12,3803167.13,337431.08
E7116,Courtney,Cosmeticos,Online,Critical,1955,960.8,388.04,1878364,758618.2
E7117,Kayla,Frutas,Offline,Low,8869,524.87,394.29,4655072.03,3496958.01
E7118,Wayne,Bebida,Offline,High,4247,456.16,252.66,1937311.52,1073047.02
E7119,Brenda,Frutas,Offline,Low,4399,540.84,417.28,2379155.16,1835614.72
E7120,Joseph,Frutas,Offline,Medium,4424,565.02,490.06,2499648.48,2168025.44
E7121,Desiree,Ropa,Offline,Medium,9945,777.07,108.13,7727961.15,1075352.85
E7122,Crystal,Verduras,Online,Medium,6494,664.86,405.01,4317600.84,2630134.94
E7123,Michael,Snacks,Offline,Medium,1157,800.83,89.69,926560.31,103771.33
E7124,Andrea,Bebida,Offline,Low,7229,926.1,461.3,6694776.9,3334737.7
E7125,Philip,Bebida,Offline,Medium,4083,856.47,487.59,3496967.01,1990829.97
E7126,Travis,Snacks,Offline,Medium,9348,486.59,100.53,4548643.32,939754.44
E7127,Tyler,Alimento infantil,Online,Medium,5345,701.43,282.68,3749143.35,1510924.6
E7128,Christina,Alimento infantil,Offline,Critical,3066,862.36,398.54,2643995.76,1221923.64
E7129,Alexander,Material de oficina,Online,Critical,5653,649.34,87.99,3670719.02,497407.47
E7130,Michael,Carnes,Online,Low,7946,547.17,97.54,4347812.82,775052.84
E7131,Jonathan,Domestico,Online,Low,4211,705.42,291.21,2970523.62,1226285.31
E7132,Autumn,Cuidado personal,Online,High,7922,854.92,472.91,6772676.24,3746393.02
E7133,Dylan,Ropa,Offline,Low,7910,769.15,377.43,6083976.5,2985471.3
E7134,Brandi,Cuidado personal,Online,High,8019,424.52,443.9,3404225.88,3559634.1
E7135,Keith,Cosmeticos,Online,Low,4649,707.09,23.3,3287261.41,108321.7
E7136,Amanda,Cosmeticos,Online,Medium,3983,441.09,236.89,1756861.47,943532.87
E7137,Michelle,Bebida,Online,Medium,7285,804.36,344.5,5859762.6,2509682.5
E7138,Thomas,Bebida,Online,High,2685,503.13,224.92,1350904.05,603910.2
E7139,Jacob,Material de oficina,Offline,Medium,1400,841.08,211.63,1177512,296282
E7140,Maria,Cosmeticos,Offline,Low,2420,897.49,61.18,2171925.8,148055.6
E7141,Michael,Material de oficina,Offline,Medium,3741,962,185.86,3598842,695302.26
E7142,Kyle,Bebida,Offline,Critical,8416,508.45,211.57,4279115.2,1780573.12
E7143,Joshua,Carnes,Offline,Low,4591,432.45,44.05,1985377.95,202233.55
E7144,Tammy,Cereales,Offline,Critical,8541,568.87,151.56,4858718.67,1294473.96
E7145,William,Cuidado personal,Online,Medium,7556,575.95,357.05,4351878.2,2697869.8
E7146,Michael,Cosmeticos,Online,High,7380,887.66,403.08,6550930.8,2974730.4
E7147,Nathan,Bebida,Online,Medium,6148,543.29,8.42,3340146.92,51766.16
E7148,Pamela,Cereales,Online,High,6383,590.52,79.68,3769289.16,508597.44
E7149,Stephen,Material de oficina,Online,Medium,1291,761.63,413.48,983264.33,533802.68
E7150,Michael,Verduras,Offline,Critical,1433,708.43,271.97,1015180.19,389733.01
E7151,Michael,Cereales,Offline,Low,9083,925.18,476.07,8403409.94,4324143.81
E7152,Robert,Material de oficina,Offline,Low,9320,736.51,384.11,6864273.2,3579905.2
E7153,Emily,Cosmeticos,Offline,Medium,8605,648.81,374.36,5583010.05,3221367.8
E7154,Joshua,Cosmeticos,Offline,Medium,7785,552.99,128.51,4305027.15,1000450.35
E7155,Hannah,Alimento infantil,Offline,Low,5541,611.6,179.03,3388875.6,992005.23
E7156,Eric,Ropa,Online,High,6216,466.73,40.21,2901193.68,249945.36
E7157,Michael,Domestico,Offline,Low,8173,854.57,391.6,6984400.61,3200546.8
E7158,Gregory,Ropa,Offline,Medium,9809,879.93,138.57,8631233.37,1359233.13
E7159,Curtis,Cosmeticos,Offline,Low,8912,982.46,14.6,8755683.52,130115.2
E7160,Brenda,Ropa,Offline,Critical,3719,800.5,343.23,2977059.5,1276472.37
E7161,Samantha,Alimento infantil,Online,Low,2178,604.09,176.25,1315708.02,383872.5
E7162,Mark,Domestico,Online,Low,3170,772.67,1.58,2449363.9,5008.6
E7163,Leslie,Verduras,Online,Medium,9842,410.22,320.31,4037385.24,3152491.02
E7164,Theresa,Carnes,Online,High,763,821.28,339.24,626636.64,258840.12
E7165,Bobby,Carnes,Online,Medium,566,918.49,174.28,519865.34,98642.48
E7166,Maria,Carnes,Offline,Critical,1078,511.64,83.76,551547.92,90293.28
E7167,Gail,Carnes,Online,Low,5403,576.5,166.48,3114829.5,899491.44
E7168,Christopher,Ropa,Online,High,9753,479.73,100.9,4678806.69,984077.7
E7169,Rebecca,Snacks,Online,Critical,301,858.15,16.75,258303.15,5041.75
E7170,Emma,Verduras,Offline,Low,5337,698.64,164.56,3728641.68,878256.72
E7171,Kimberly,Cosmeticos,Online,Critical,4796,823.19,235.25,3948019.24,1128259
E7172,Emily,Carnes,Offline,Low,5845,722.97,327.14,4225759.65,1912133.3
